target,subject
1,Raging Hard Erection Formula
0,Y! Finance RSS Feeds Update
0,Re: [zzzzteana]
0,Re: building as non-root / newbie question
1,from heaven xB8COL5jqAf1adREAm
0,"Man tries to bungee from bridge to passing cruise ship, bashes his melon on ship's tennis court"
0,Re: NYTimes.com
1,discounted mortgage broker 1474322
1,E-Business [c2971] HOW TO SUBSTANTIALLY INCREASE
0,[SAdev] [Bug 1053]
0,Our Dumb Pipeline
1,Are Your Mortgage Rates The Best They Can Be........ 0922LkVT8-113rFxd3342c-21
0,Re: erratum [Re: no matter ...] & errors
0,[zzzzteana] Christians struck by lightning...
1,HELP WANTED. WORK FROM HOME REPS.
0,"Sidekick, your mobile blogging pal"
0,"Think before you leap, man flies powered parachute into water...glub...glub...glub.."
1,[ILUG] MANUEL OKO
0,Wed. OSXCon Panel Discussion
1,"Hi Joseph, here is my personal information you wanted P"
1,Impaired Risk Case of the Month
0,[ILUG]
1,hello
0,Re: Canadians
1,We'll show you how to get in for FREE!
0,[Razor-users]
1,Make this investigator work for you.
0,[ILUG] Retrieving read mail from webmail.eircom.net via POP ?
1,Too Busy Earning A Living To Make Any Money
0,Titan to be probed. Saturn to offer post probe cigarette
1,"ADV: Are you protected? Free Life Insurance quote oefik Lowest rates available for term life insurance! Take a moment and fill out our online form to see the low rate you qualify for. Save up to 70% from regular rates! Smokers accepted! http://ww1.bestoffersonthenet.com/termlifequote/ Representing quality nationwide carriers. Act now! --------------------------------------- To easily remove your address from the list, go to: http://ww1.bestoffersonthenet.com/stopthemailplease/ Please allow 48-72 hours for removal."
1,=?Big5?B?ur+36qfZq/wtMi0xNDgt?=
1,"Fwd: Norton makes the BEST software available, now ONLY $29.99! 32053"
0,Here Come Da Feds
0,Re: [SAtalk] Spam through - insanefunnies - clairification of X-Spam-Status fi elds?
0,[zzzzteana] Frog Fall at Cheapside
0,[Spambayes] spambayes package?
0,Re: [ILUG] Autorun CDs
0,Re: traceback in new exmh
0,Problem with an rpm...
0,"Re: advice on 7.3.92 to 7.3.93, and Apt compiling"
1,"Hey, rates are low. What are you waiting for?"
1,Rape!!
0,RE: Goodbye Global Warming
0,traceback in new exmh
0,Re: Gstreamer update
0,[ILUG]
0,[Razor-users] Reliability of the razor servers?
1,Free Sizzling LTC Sales Materials
1,[ILUG] MICHAEL ! ilug
0,Re: The Curse of India's Socialism
0,Re: Optical analog computing?
0,Madonna is actually quite shy
0,Cron <yyyy@dogma> /home/yyyy/logs/runme
0,Re: USA USA WE ARE NUMBER ....six.
0,Re: integrating a couple spamassassin actions into the More... menu
0,Re: Working My_Mark2CurSeen
0,[SACVS]
1,NO SET-UP OR APPLICATION FEE ncify
0,Re: Living Love - Another legacy of the 60's
0,[ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3)
0,Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41
0,RE: Selling Wedded Bliss (was
0,[Spambayes] stack.pop() ate my multipart message
1,"Hi Jack, Here is my home phone number JWCTGFF"
0,Re: Another bug
0,Property Rights
0,[Spambayes] test sets?
0,[use Perl] Headlines for 2002-09-01
0,Re: transcode build problem (was: RH 8 no DMA for DVD drive)
0,Re: [ILUG] cdrecord + 2.4.19 = hard-lock
0,Re: [ILUG] sysctl.conf
1,CDR: BOOST Your Cell Phone!
0,Re: [Webdev] site monitroring service?
0,Re: Goodbye Global Warming
1,Auto Protection
1,Mp3 ve klipler
0,Re: [zzzzteana] Moon over ocean
0,"""Cram school"" operator arrested for trying to cram it into a 13 year old girl"
0,[ILUG] Anyone know how I could remove a HDD password from an Acer Travelmate 201T?
0,[ILUG] gargnome & sawfish..
0,[Spambayes] Ditching WordInfo
1,=?Big5?B?ur+36qfZq/wtMi0xNDgt?=
0,Canadians again - something a little more substantive
0,[Spambayes] Current histograms
0,RE: Re[2]: Selling Wedded Bliss (was
0,Re: The Curse of India's Socialism
0,Linking message [was:
1,Never pay for the goodz again (8SimUgQ)
0,catalogs.google.com - in time for xmas?
0,Liberalism in America
1,eBay PowerSeller Secrets 6826
0,[Razor-users] Bug?
1,[ILUG] What to do when the stock market is down 0179mFrP5-640z-13
1,FREE e-Book Publishing Software - Download NOW!
1,Call me 34472
0,Currie returns to pile scorn on Major
1,Got Leads?
0,Gene technique reveals human evolution
1,A better investment than the stock market.
1,Hello rsharp2 ! You're a Winner
0,RE: [ILUG] Newby to Linux looking for information on cvs
0,Re: From
0,RE: [ILUG] Sun Solaris..
1,One Sale - Three Commission Streams
0,[SAdev] [Bug 1008] SpamAssassin does not work with Glance for Outlook 2k
0,"Re: dylsexics of the wrold, untie!"
0,Re: Sorting
0,RE: Java is for kiddies
0,Re:
0,RE: Hanson's Sept 11 message in the National Review
1,<adv:ce>Win a Green Card and Become a U.S Citizen!
1,Home Loans Just Got Better!
1,"fortune 500 company hiring, work from home"
1,"zzzz,All New! Breast Enhancement"
1,Special Investor update.
1,Personal Alcohol Detector
0,Re: [SAdev] 2.40: ready for release?
0,[Spambayes] testing results
0,Re: traceback in new exmh
0,RE: Living Love - Another legacy of the 60's
1,You Won $30 Dollars !
0,[ILUG]
0,public mailing list sign up package
0,"NTK now, 2002-07-19"
0,Microsoft Buys XDegrees - Secure Access Company
0,Balloon flight challenges deflate
1,Re: Your love life NWKFJ
0,Re: CVS report
0,"Re: [Razor-users] Smrazor, Milter, and Max connections"
0,Re: [zzzzteana] That wacky imam
0,Re: Mplayer
1,Get Out of Debt Fast 29521
0,[Spambayes] stack.pop() ate my multipart message
0,Re: storage bits
0,RE: AA Meetings the Hottest Place to Meet Women With Big Bucks
0,[use Perl] Headlines for 2002-08-10
0,"Great email from the RIAA's Hillary Rosen to execs at Yahoo, Real, AOL and"
0,More fun with the PTC
0,Apt-get question
1,Attention Instant Internet Business 1848qgMTl8
1,READ---SHIPPING INSTRUTIONS--FOR YOUR ORDER
0,Re: Asteroids anyone ?
0,Thanks to Jenny for the pointer to this Yale Law article about The Wayback
1,"New Improved Weight Loss, Now With Bonus Fat Absorbers!"
1,Free Adult DVDs. No purchase necessary...
1,"[ILUG] ilug-admin,Enhance your Bust Amazing Breast Enhancing Capsules"
0,Re: alsa-driver.spec tweak for homemade kernels
0,wifi progress
0,Oracle of Google
1,You have been hand selected... Free Info!
0,NYT discovers Linux in late 2002
0,Re: [Razor-users] log problem
0,[Spambayes] testing results
0,Re: ALSA (almost) made easy
0,Re: Java is for kiddies
1,THE BEST INVESTMENTS
0,Re: [Razor-users] Stripping the SpamAssassin report
0,[VulnWatch] Remote hole in Codeblue log scanner
0,[SAdev] [Bug 777] tests to find hand-written HTML
0,Re: Infectious disease (was
1,"The Government grants you $25,000!"
0,DVD stills
0,Looks like Google did a deal to index the NY Times. If you do this news sea
0,Re: New Sequences Window
1,BUSINESS ASSISTANCE
1,.* Mortgage Approved*
1,super news FeW62dODaBGHzD5oW
0,GDC 2002: Game Scripting in Python
0,Re: [ILUG] Sysadmin / IT person wanted
0,Light reading
1,The Money Control System
0,RE: The Curse of India's Socialism
1,"Repair Your Credit, LEGALLY and for FREE"
0,Re: Asteroids anyone ?
0,"[SAtalk] ""Broken Pipe"" on initial test"
1,"5,000 OPT-IN Email Messages ONLY $324.99"
0,Re: My brain hurts
0,Re: [SAtalk] Setting up a spam eating address
0,"Re: dylsexics of the wrold, untie!"
0,Re: CD player UI for toddlers
0,Re: [ILUG] Piping to multiple processes (which might die)?
0,British dossier on Iraqi weapons released
0,Re: xine problems
0,Selling Wedded Bliss (was
1,Funds Investment
1,Fw: NORTON SYSTEMWORKS 2002 FINAL CLEARANCE SALE! DJHL
0,Re: [ILUG] Installing lilo on another disk.
0,Rights Fight
0,Re: [SAtalk] base64 decode problem?
1,Legal advice for only pennies
1,Free for you... qwof
1,"Grants! No credit checks, No collateral!"
0,Re: [ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3)
1,Your First 100 Free Minutes of Long Distance! Your First 100 Free Minutes of Long Distance!
1,.+. 80 to 95% BELOW WHOLESALE 2306
0,Public domain superheroes reborn in Tom Strong
0,[ILUG]
0,RE: Java is for kiddies
0,Re: RH 8 no DMA for DVD drive
0,RE: [ILUG] slashdot EW Dijkstra humor
0,Problems with xosd-xmms
0,Re: NASA mindreading
0,Re: Another bug
1,BUSINESS PARTNERSHIP(URGENT/CONFIDENTIAL)
1,Dont waste your TIME!!! Why?
0,[Spambayes] Deployment
0,Kanu at the double
0,Find all files that aren't in package.
0,Re: Electric car an Edsel...
0,Googlecooking
0,Re: Ximian apt repos?
1,FBI & IRS seized goods at 99% off! Police Auctions!
0,RE: [ILUG] slashdot EW Dijkstra humor
1,YOUR ACCOUNT HAS BEEN CLOSED!
0,RE: David
0,Re: [ILUG] Cobalt question
0,cvs access working?
0,RE: Recommended Viewing
0,Re: [ILUG-Social]
0,Re: Problem building lame-3.92-fr5.src.rpm on RH8
1,Trading for a living (All you should know about FOREX)
0,RE: [NYT] Real Source
1,"When Size DOES Matter, you know where to go. -->"
0,Re: [SAdev] nightly mass-check and hit-frequencies
0,Re: [ILUG] slashdot EW Dijkstra humor
0,RE: [zzzzteana] Argh!
0,Re: Help! I've lost my exmh-unseen window!
0,[IIU] spyware calling home?
0,Re: Nessus?
1,"[ILUG-Social] NEED MORE INTERNET EXPOSURE OR LEADS/ THEN GO WITH E-MAIL MARKETING, WE GIVE YOU A FREE MILLION p0ol,"
0,Re: DataPower announces XML-in-silicon
1,"Friend, Save 75% on Printer Ink!"
0,Re: [Razor-users] Problem with Razor 2.14 and Spamassassin 2.41
1,Still looking for a house?
1,Work at Home - $5000 a month
1,"Never Repay Cash Grants, $500 - $50,000, Secret Revealed!"
1,CyberAge Dating - Invitation from Jenny
1,Save up to 75% on Term Life... LEKOT
1,Is Neotropin right for you?
0,[SAtalk] moving
0,Re: A moment of silence for the First Amendment (fwd)
1,You Are Approved!!! (556486)
0,"RE: [ILUG-Social] Completely OT, Siamese Cats???"
1,Free Foreign Currency Newsletter
1,=?ISO-8859-1?Q?Lose=20fat=2C=20gain=20muscle=20with=20HGH?=
0,[IIU] IE nameserver problems
1,"Fw: Keep it under wraps, but this one works a treat! 25031"
0,Re: Stupid Idea
1,Clear Up Your Credit Online
0,[use Perl] Headlines for 2002-08-24
0,Re: exmh bug?
1,Get 250 full-color business cards FREE
0,Re: [ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3)
0,Re: Just Ask the Experts
0,Re: [ILUG] Formatting a windows partition from Linux
0,RE: [SAtalk] Probing for valid addrs
0,Electronic circuits created in a flash
1,$500 1st Annuity Sale Bonus
1,"PROTECT YOUR COMPUTER,YOU NEED SYSTEMWORKS2002! 18638"
1,[WM] BiLiYORUZ REKLAMA iHTiYACINIZ VAR! BUNUN iCiN BURADAYIZ.. 25.07.2002 10:31:20
0,Recommended Viewing
1,The Elite Equity Indexed U.L. Policy
1,[ILUG] THE TRUTH OF INTERNET MARKETING--A REALISTIC WAY OF MARKETING
1,"ADV: Lowest Rates Available on Term Life - Free Quote ihsxq Lowest rates available for term life insurance! Take a moment and fill out our online form to see the low rate you qualify for. Save up to 70% from regular rates! Smokers accepted! http://www.newnamedns.com/termlife/ Representing quality nationwide carriers. Act now! --------------------------------------- To easily remove your address from the list, go to: http://www.newnamedns.com/stopthemailplease/ Please allow 48-72 hours for removal."
1,Life Insurance Price Wars 8870Hgdg0-306fFSQ8613J-21
0,Re: [ILUG]
0,[SAdev] [Bug 779] rule broken: CORRUPT_MSGID
0,The case for spam
0,Re: Infectious disease (was
0,Re: [ILUG] Alan Cox doesn't like 2.5 so far!
0,Re: [Razor-users] Razor with sendmail
1,ADV: Affordable Life Insurance ddbfk
0,[Razor-users] Razor 2.14 - the day after
0,Computational Recreations
1,CDR: TRADING INFORMATION
1,STAY HOME AND EARN MONEY
0,[SACVS]
1,The database that Bill Gates doesnt want you to know about!!!!!
0,[SACVS]
1,Welcome to www.internationafreecall.com
0,"Toddler falls from a first-storey window, saved from injury by his fully-laden diaper"
1,[ILUG] MANUEL OKO
0,Re: [Razor-users] unsubscribe
0,"NTK now, 2002-07-19"
0,Re: [SAtalk] O.T. Habeus -- Why?
1,please see thanks aFTkNqJnKdMfZNDBHkLgjixDM2Z
0,Re: [ILUG] How to copy some files
0,[Spambayes] understanding high false negative rate
0,[ILUG] doolin
1,Business Proposal.
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
1,Best $50 I ever spent!
0,Re: [ILUG]
1,Register to win your Dream Vacation 22354
0,Phil
0,Re: New Sequences Window
1,Cut Your Monthly Payments By 50% 21405
1,FREE HGH - Look 10 Years Younger in 3 Weeks!!! HMUPRZD
0,CIA in blow to Bush attack plans
0,Re: Electric car an Edsel...
1,[ILUG]
0,Re: [ILUG] removing lilo
1,"Fast, Free, Instant Life Insurance Quotes... A"
0,Re: SF Weekly's Ultimate SF Date lineup :-)
0,Re: Nessus?
1,Wait too long AND... 1147
0,Re: CD player UI for toddlers
1,Get $100 Free - Beat the House at Royal Vegas!
0,Re: [ILUG] 3c509 & 2.4.19 problems
0,[ILUG] NFS slowness with SuSE 8.1
0,Re: thanks for the gamix source rpms! [ALSA stuff]
0,Re: [ILUG]
0,=?us-ascii?Q?FW:_Re:_Al_Qaeda's_Fantasy_Ideology?=
1,"BIZ, .INFO, .COM for only $14.95"
0,Re: [ILUG] Cobalt question
0,"""Free"" Elvis Costello CD a trojan horse for DRM malware"
0,Re: USA USA WE ARE NUMBER ....six.
1,Your Application #623B
0,"Re: [SAtalk] SA very slow (hangs?) on this message, or is it just me?"
1,You cannot do that!
1,"ADV: Lowest life insurance rates available! acedl Lowest rates available for term life insurance! Take a moment and fill out our online form to see the low rate you qualify for. Save up to 70% from regular rates! Smokers accepted! http://www3.all-savings.com/termlife/ Representing quality nationwide carriers. Act now! --------------------------------------- To unsubscribe, go to: http://www3.all-savings.com/stopthemailplease/ Please allow 48-72 hours for removal."
0,Re: ALSA Problem with Null kernel
0,Re: [SAtalk]
0,RE: Re[2]: Selling Wedded Bliss (was
1,Want more money? [farea]
1,Congratulations! Here's Your Diploma!
0,Covalent.NET
0,Re: sylpheed-claws
0,[ILUG]
1,Try It Free Before You Buy!
1,[Avfs] D.C. MOTOR
0,Re: [ILUG-Social]
0,Re: [SAtalk] O.T. Habeus -- Why?
0,Re: erratum [Re: no matter ...] & errors
1,2000 Year old bread recipe actually helps you lose weight!
0,Re: DataPower announces XML-in-silicon
0,creating rpms with subdirs (install command)
0,Re: USA USA WE ARE NUMBER ....six.
0,Re: [IIU] spyware calling home?
1,Membership Status Notification
1,Harvest lots of E-mail addresses quickly !
0,Re: whoa
0,US rejects Iraq inspections deal
0,[use Perl] Stories for 2002-09-06
0,"RE: Our friends the Palestinians, Our servants in government."
1,"Never Repay Cash Grants, $500 - $50,000, Secret Revealed!"
0,RE: [Razor-users] Fire.cloudmark.com is having issues
0,RE: [ILUG] RH7.3 on Cobalt - the saga continues
0,RE: [ILUG] Backup solutions
0,Re: [Razor-users]
0,Self-denial of the literary sort
0,[Razor-users] Problem with Razor 2.14 and Spamassassin 2.41
0,RE: Slaughter in the Name of God
1,Feeling Exposed?
0,[Spambayes] Deployment
0,Folder computed replcomps (and replgroupcomps
1,RE: Surprise :-)
0,Re: DANIEL KARGBO. fork !
0,Re: [ILUG] stupid pics of the day
0,Re: [ILUG] Sparc Solaris (was: Dell GX260 V Redhat 7.3) X-It'S: all good
0,Re: Entrepreneurs
1,CDR: adv: Win a Green Card and Become a U.S Citizen!
0,Re: sprint delivers the next big thing??
1,=?ISO-2022-JP?B?GyRCTCQ+NUJ6OS05cCIoPF5HLiEqPVAycSQkJE45LT5sGyhC?=
1,~~ 80 to 95% BELOW WHOLESALE 28534
1,"6% Commission on 12 Month ""CD-Style"" Annuity"
0,Re[2]: [Razor-users] Reducing impact from tons of email
1,BANNED CD! BANNED CD!
1,Call me 16540
1,MORTGAGE LOANS WITH A 5.75% AVAILABLE!!!!!11284
0,Re: Slaughter in the Name of God
0,Home Pages for Computer Scientists
0,KVim 6.1.141
0,RE: Al'Qaeda's fantasy ideology: Policy Review no. 114
1,"zzzz,Increase your breast size. 100% safe!"
1,"Double Coverage Amount, Same Payment... UYZ"
0,Re: [SAtalk] Some Stupid Questions
0,Re: [ILUG] Got me a crappy laptop
0,[zzzzteana] Pravda reports cities on the moon!
1,Make Huge Profits on eBay 951
1,Improved Health AEGJNGKJGW
1,Need Sales & Leads we Can Help 1000 leads to 10 leads !!!! 27896
0,A Non-Integer Power Function on the Pixel Shader
1,"High-end custom websites, $399 complete!"
1,Got a Mortgage? 6.25 30 yr Fixed Free Instant Quote yuf
0,[ILUG]
1,.Message report from your contact page....//ytu855 rkq
1,Mothers you want to fuck
1,Earn Extra Income**
0,Re: Apt 0.3 and 0.5
1,[dcms-dev] MY INHERITANCE
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
0,Re: [ILUG] PCTel modules
0,Re: [ILUG] mirroring on a running system
1,FREE ORIGINAL STAR WARS CARDS
0,[zzzzteana] Uncle Mark seeks parole
0,Re: [ILUG] packaging risks and the reputation of linux distributions
0,Bournemouth blues
0,Pix from Austin
1,70 percent off your life insurance get a free quote instantly.
0,[Spambayes] Ditching WordInfo
1,Hassle-Free Microsoft SQL Server Remote Database Administration
1,do you need a lot of new customers? 5326171310876554443333
0,Re: building as non-root / newbie question
0,[use Perl] Stories for 2002-10-09
1,Toners and inkjet cartridges for less.... QDHP
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
1,"Earn $139,000 a year as a DAY TRADER!"
0,[Spambayes] XTreme Training
1,Make thousands just sending emails. It's easy.
0,[Spambayes] test sets?
0,Re: spam maps
0,Re: Asteroids anyone ?
0,Re: [Razor-users] Stripping the SpamAssassin report
0,Re: [SAtalk] Lotus Notes users?
1,Hello !
0,use of base image / delta image for automated recovery from attacks
0,Internet Archive bookmobile
0,Disney's no-good Park-Czar replaced
1,Movie Project
0,Re: New Sequences Window
1,=?big5?Q?=A6n=C5=A5=A3x=AD=B5=BC=D6=B0e=B5=B9=A7A?=
0,[SACVS]
1,"ADV: Great Casino, Great Payouts, Great Fun from your own home! 559928"
0,Re: [ILUG] cups question
1,"CDR: Friend, Meet over 1 million singles at Date.com"
1,Increase Your Business Sales NOW adv ctk
0,Re: inbox mail notification broken
0,A biblical digression
0,Re: [ILUG] Cobalt question
0,Re: Apple Sauced...again
0,[SAtalk] Spamassassin webinterface for Communigate using PHP released
0,[ILUG] gargnome & sawfish..
0,Re: [Razor-users] dot-tk registrations hitting Razor
1,>> Best rates on mortgage in the country! <
0,[ILUG] What HOWTOs for SOHO system
0,Re: How unlucky can you get?
1,Let Us Search For You-Refinance Now 2386BJsE0-561WVnn9l17
0,http://apt.nixia.no/
1,Reach Prospects Competitors Miss
0,Species at risk of extinction growing
1,"Men & Women, Spruce up your sex life! EWFXV"
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
0,Re: Secure Sofware Key
0,Scientists prove that shoe size and penis size are not linked. Cure for cancer not expected for 10 billion years
1,"Bigger, Fuller Breasts Naturally In Just Weeks....... mwnk"
1,Half Price Cigarettes and Tobacco
0,Re: My brain hurts
1,"ADV: Extended Auto Warranties Here ldiop Protect your financial well-being. Purchase an Extended Auto Warranty for your Car today. CLICK HERE for a FREE no obligation quote. http://www.takemetothesavings.com/warranty/ Car troubles always seem to happen at the worst possible time. Protect yourself and your family with a quality Extended Warranty for your car, truck, or SUV, so that a large expense cannot hit you all at once. We cover most vehicles with less than 150,000 miles. Buy DIRECT! Our prices are 40-60% LESS! We offer fair prices and prompt, toll-free claims service. Get an Extended Warranty on your car today. Warranty plan also includes: 1) 24-Hour Roadside Assistance. 2) Rental Benefit. 3) Trip Interruption Intervention. 4) Extended Towing Benefit. CLICK HERE for a FREE no obligation quote. http://www.takemetothesavings.com/warranty/ --------------------------------------- To unsubscribe, go to: http://www.takemetothesavings.com/stopthemailplease/"
0,Nationwide predicts 23% house price rise
0,Re: Naveen Jain steps down
0,Re: Sorting
1,Low Price Smokes
0,"Re: [ILUG-Social] Completely OT, Siamese Cats???"
0,Re: GA Development (was
0,Oracle of Google
1,Computer File Protection
0,Re: [dgc.chat] free?
0,Re: ActiveBuddy
1,your help
1,LOOK ! Y O U are a W I N N E R here ! - Don't miss out ! ! 6674
0,Re: sylpheed-claws
1,11th Convergence India 2003 exhibition & conference
0,[Spambayes] test sets?
0,Re: The Curse of India's Socialism
0,Re: Al'Qaeda's fantasy ideology: Policy Review no. 114
0,Re: http://apt.nixia.no/
1,"Free LTC ""Sales Closers"""
0,Re: Digital radio playlists are prohibited?!
0,Re: Java is for kiddies
1,Making Serious Money Has Never Been This Easy! [jodra]
1,[WM]
0,Re: [ILUG] dial-on-demand
1,$14.95 per year domain names
0,Re: Apt problems
1,=?big5?Q?=A4W=A6=B8=ACO=A7A=A7=E4=A7=DA=B6=DC=3F?=
0,Re: From
0,Central
0,Re: Patch to complete a change...
0,Re: Oh my...
1,Plans for cable
0,Re: [ILUG]
0,creating rpms with subdirs (install command)
0,[zzzzteana] A Billy for the septics
0,quick hack
1,Complimentary Thermal Coffeemaker from Gevalia!
0,Re: [SAtalk] O.T. Habeus -- Why?
1,A Unique Dual Income Opportunity
1,"FORTUNE 500 COMPANY HIRING, AT HOME REPS."
0,RE: [ILUG] TMDA (WAS --> slashdot EW Dijkstra humor]
0,Re: [ILUG] ipfw vs ipchains vs iptables
0,IMF shores up debt defences
1,Major Medical Breakthrough Huge Profit Potential
0,America's great misleader
0,Re: A moment of silence for the First Amendment (fwd)
0,Re: New Sequences Window
1,marketing news: the latest way to grow your business 572819
0,"RE: [ILUG] ADSL, routers and firewalls"
0,Enlightenment
0,[SAtalk] Huh?
0,Re: earthviewer (was
1,domain names now only $14.95
0,Re: [ILUG] Anyone know how I could remove a HDD password from an Acer Travelmate 201T?
0,[use Perl] Headlines for 2002-09-06
0,Re: Another low probability event
1,Grow Biologically Younger NOW ...5918899
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
1,new domain extensions are now affordable
1,WOMEN WITH CUM ON THEIR FACE!!!
0,Re: [ILUG] CVS question?
1,OOPS! Please Excuse My mistake!
0,Re: [ILUG] stupid pics of the day
1,Did you complete this?
0,[SAtalk] Running SA as a user app?
0,Re: EBusiness
0,Working for the Mouse
1,Make some extra money fast Read how here it is real simple i am totaly serious
0,Quitting Music
1,Penile enlarging without surgery !!
1,Top Seed #574A
0,[ILUG] Got me a crappy laptop
1,"online catalog of articles, adult toys 2009vjtt6-179dML-15"
1,=?Big5?B?rEKq96SjrE5+fqdPtsykRn5+?=
0,Re: Quick php advice needed :-)
0,Not just like a virgin...a virgin...birth
0,Re: sprint delivers the next big thing??
0,Re: Working My_Mark2CurSeen
1,Cheap Viagra
0,"Wired: ""An urgent business proposition and requests for urgent assistance f"
0,Re: cvs access working?
1,"CDR: Friend, Get Help With Your Debt Now!!"
0,Re: apt and a hybrid system
0,New Sequences Window
0,Re: CD player UI for toddlers
0,Bindings problem with current CVS code
0,Two in court on IRA spy charges
0,Native American economics (was
0,RE: It's a small world
0,Hurricane Lili closes shuttle Mission Control
1,Super credit repair program.
0,[ILUG] SUSE 8 disks? (thread changed slightly)
0,Re: Alsa/Redhat 8 compatability
0,Re: Asteroids anyone ?
1,* Promote Your E-Business
0,Re: Asteroids anyone ?
0,Re: Ximian apt repos?
0,Re[3]: Forged whitelist spam
1,"yyyy,Free 30 day supply of HGH- $49.95 value!"
1,Upside Only Treasury-Linked Annuity
0,Re: boycotting yahoo
0,Re: exmh bug?
1,cc Prevents diesel fuel gelling 3750r-5
0,"Scoble: ""I'm just not that excited by much that Microsoft is doing."""
0,Re: [SAtalk] Ignore System Messages - How?
0,Re: New Sequences Window
0,From
0,Re: Oh ma gawd - funny site of the day...
0,Re: [ILUG] Network problems
0,[zzzzteana]
0,[use Perl] Headlines for 2002-09-17
1,Your First 100 Free Minutes of Long Distance! Your First 100 Free Minutes of Long Distance!
0,Dabba
0,UFOs in the Sky!
0,Re: [SAdev] Integrating SA with
0,Re: [ILUG] eircoms adsl modems
1,FREE Health Insurance Quotes
1,Raging Hard Erection Formula
0,Re: Recommended Viewing
1,Lowest possible interest rate for you--GUARANTEED.
1,Fwd: Accepting Credit Cards (Faq) [g1010pn]
1,discounted mortgage broker 512517
1,-> IN THE NEWS TODAY <----
1,CDR: Herbal Viagra 30 day trial....
0,Re: flavor cystals
1,FW: Look and Feel 10-20 years younger CAU
0,[Spambayes] test sets?
0,[zzzzteana]
1,"Cheap FLAT RATE InState, USA, Worldwide Calling"
1,The instant drugstore 6537DW-6
1,please I need your assistance
0,Re: Sorting
1,Herbal Viagra 30 day trial.... FUXST
0,[ILUG] Sun Solaris..
1,I could be JAILED for selling this CD!
0,[IIU] Eircom aDSL Nat'ing
0,Re: [ILUG] Newby to Linux looking for information on cvs
0,"Family's ""pet"" raccoon attacks baby in crib"
0,Re: New Sequences Window
1,Exception Error 583 FNQPTG
1,How would you like to create your own DVD library? 4863d-5
0,Re: Goodbye Global Warming
0,"Re: [spamcon-tools] Need some help on SPAM, tools, answering a few questions, Thanks."
1,Lose 20 Pounds In 10 Days 27540
0,From salon.com - Forbidden thoughts about 9/11
0,Re: Sorting
0,Re: My source:
0,RE: [SAtalk] O.T. Habeus -- Why?
0,Culture Jamming
0,Re: Selling Wedded Bliss (was
0,Re: [SAtalk] SA In The News
0,Re: [Razor-users] empty mail is spamm?
1,Take your love life to the next level ZIB
0,Re: [ILUG] Optimising for PentiumMMX?
0,Re: [ILUG] Using Normal IDE Device with a Dell Latitude CPx laptop
1,A youthful and slim summer in 2002
1,Enlargement Breakthrough ZIBDRZPAY
1,Try It Free Before You Buy!
0,Re: [zzzzteana] An announcement
1,Hello katfish48 ! WOULD A GRANT HELP YOU?
1,ONLINE LIVE STRIPTEASE FOR YOU
0,Oh my...
0,Cron <yyyy@dogma> /home/yyyy/lib/sitescooper/automatic/runme
1,Adult Ads
0,Re: [Razor-users] when aggregator?
0,Re: [SAdev] SpamAssassin POP3 proxy
1,"Save up to 50% on laser printer, copier, and fax cartridges."
1,Production Mini-plants in mobile containers. Co-investment Program
0,Re: [zzzzteana] Argh!
0,[Razor-users]
0,Re: Goodbye Global Warming
0,Re: gentoo 0.11.28 is out..
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
0,Re[2]: [Razor-users] Reducing impact from tons of email
0,Re: [ILUG] SUSE 8 disks? (thread changed slightly)
1,3 Cd
1,Do you owe the IRS money? [p5fi3]
0,Re: Secure Sofware Key
0,exmh and pgp: support for external passphrase cache (+patch)
0,[ILUG-Social] Completely silent pc
0,"Re: About apt, kernel updates and dist-upgrade"
0,All digital
1,Free big cock in Pussy
0,"Peruvian congressman has challenged his Vice President to a duel. ""My honor, I say my honor is at stake"""
1,Save $30k even if you've refi'd 1090
1,An alternative to MLM that WORKS
0,[Razor-users] My razor identity reputation score
0,plate tectonics update
0,Re: revocation of grlygrl201@
0,Re: The Wrong Business
0,Re: Re[3]: Selling Wedded Bliss (was
0,Meet Carol Ann Duffy
1,Gain Major Cash
0,Re: bad focus/click behaviours
1,Fix Your credit Yourself ONLINE!! 12678
0,RE: Secure Sofware Key
0,Re: bad focus/click behaviours
1,Re: Without a Perscription - VIAGRA / PHENTERMINE / PROPECIA / ZYBAN yotgy
0,Re: [zzzzteana]
0,[Spambayes] can't write to CVS...
1,Custom Software Development Services Available Right Now..
0,Re: Help! I've lost my exmh-unseen window!
0,Re: spam maps
1,Horny Wives
0,Re: defaulting to showing plaintext versions of e-mails
0,DBS Recommendations?
0,RE: [ILUG] SUSE 8 disks? (thread changed slightly)
0,"Re: Startups, Bubbles, and Unemployment (fwd)"
1,Fw: Want to Save yourself a trip to the store? 17579
0,apt and a hybrid system
